Order_ID,Warehouse_ID,Ship_Date,Delivery_Date,Delivery_Status,Return_Status,Return_Reason
12872,3,09-05-2023,11-05-2023,On-time,No,None
12873,3,28-09-2023,04-10-2023,Late,No,None
12874,6,05-07-2023,10-07-2023,Late,Yes,Damaged
12875,4,16-01-2023,19-01-2023,On-time,No,None
12876,9,15-06-2023,17-06-2023,On-time,No,None
12877,1,29-12-2023,02-01-2024,On-time,No,None
12878,5,17-11-2023,20-11-2023,On-time,No,None
12879,1,27-01-2023,02-02-2023,Late,Yes,Wrong Item
12880,10,17-09-2023,22-09-2023,Late,No,None
12881,2,09-03-2023,13-03-2023,On-time,No,None
12882,9,10-05-2023,15-05-2023,Late,Yes,Late
12883,6,28-03-2023,03-04-2023,Late,Yes,Late
12884,5,10-12-2023,12-12-2023,On-time,No,None
12885,3,25-10-2023,27-10-2023,On-time,No,None
12886,5,03-02-2023,06-02-2023,On-time,No,None
12887,6,19-02-2023,25-02-2023,Late,No,None
12888,9,07-09-2023,09-09-2023,On-time,No,None
12889,9,21-04-2023,27-04-2023,Late,No,None
12890,3,29-12-2023,31-12-2023,On-time,No,None
12891,5,03-10-2023,09-10-2023,Late,Yes,Damaged
12892,6,06-04-2023,12-04-2023,Late,No,None
12893,7,19-12-2023,24-12-2023,Late,No,None
12894,3,08-05-2023,13-05-2023,Late,No,None
12895,5,27-08-2023,31-08-2023,On-time,No,None
12896,2,08-04-2023,11-04-2023,On-time,No,None
12897,6,01-12-2023,05-12-2023,On-time,No,None
12898,5,15-06-2023,17-06-2023,On-time,No,None
12899,4,26-05-2023,28-05-2023,On-time,No,None
12900,10,04-01-2023,08-01-2023,On-time,No,None
12901,4,11-07-2023,17-07-2023,Late,No,None
12902,6,13-07-2023,17-07-2023,On-time,No,None
12903,7,13-03-2023,17-03-2023,On-time,No,None
12904,3,22-11-2023,28-11-2023,Late,No,None
12905,1,08-08-2023,14-08-2023,Late,Yes,Late
12906,10,13-02-2023,17-02-2023,On-time,No,None
12907,4,10-05-2023,14-05-2023,On-time,No,None
12908,9,12-11-2023,14-11-2023,On-time,No,None
12909,1,04-04-2023,09-04-2023,Late,No,None
12910,1,09-04-2023,14-04-2023,Late,Yes,Damaged
12911,9,28-05-2023,30-05-2023,On-time,No,None
12912,9,12-10-2023,16-10-2023,On-time,No,None
12913,3,08-09-2023,11-09-2023,On-time,No,None
12914,8,08-09-2023,10-09-2023,On-time,No,None
12915,8,19-04-2023,22-04-2023,On-time,No,None
12916,1,16-03-2023,21-03-2023,Late,No,None
12917,3,27-06-2023,02-07-2023,Late,No,None
12918,4,11-08-2023,15-08-2023,On-time,No,None
12919,1,06-06-2023,10-06-2023,On-time,No,None
12920,6,03-01-2023,05-01-2023,On-time,No,None
12921,9,14-08-2023,19-08-2023,Late,Yes,Wrong Item
12922,4,10-04-2023,13-04-2023,On-time,No,None
12923,1,19-06-2023,21-06-2023,On-time,No,None
12924,6,07-01-2023,13-01-2023,Late,No,None
12925,3,16-02-2023,22-02-2023,Late,No,None
12926,6,04-12-2023,10-12-2023,Late,No,None
12927,6,21-09-2023,23-09-2023,On-time,No,None
12928,4,19-02-2023,22-02-2023,On-time,No,None
12929,4,13-11-2023,15-11-2023,On-time,No,None
12930,8,19-06-2023,25-06-2023,Late,No,None
12931,7,24-06-2023,29-06-2023,Late,No,None
12932,4,13-11-2023,18-11-2023,Late,No,None
12933,2,21-06-2023,27-06-2023,Late,Yes,Late
12934,10,20-07-2023,25-07-2023,Late,No,None
12935,10,25-01-2023,28-01-2023,On-time,No,None
12936,7,25-03-2023,31-03-2023,Late,No,None
12937,7,26-01-2023,30-01-2023,On-time,No,None
12938,4,21-01-2023,25-01-2023,On-time,No,None
12939,6,31-08-2023,03-09-2023,On-time,No,None
12940,4,01-08-2023,07-08-2023,Late,Yes,Wrong Item
12941,1,15-04-2023,20-04-2023,Late,No,None
12942,7,14-01-2023,18-01-2023,On-time,No,None
12943,3,03-02-2023,06-02-2023,On-time,No,None
12944,9,20-06-2023,24-06-2023,On-time,No,None
12945,1,25-01-2023,31-01-2023,Late,No,None
12946,7,09-10-2023,14-10-2023,Late,No,None
12947,4,21-03-2023,25-03-2023,On-time,No,None
12948,10,27-07-2023,01-08-2023,Late,No,None
12949,8,04-09-2023,08-09-2023,On-time,No,None
12950,10,18-10-2023,21-10-2023,On-time,No,None
12951,4,19-02-2023,24-02-2023,Late,Yes,Wrong Item
12952,6,26-02-2023,03-03-2023,Late,No,None
12953,7,02-05-2023,07-05-2023,Late,No,None
12954,5,10-09-2023,13-09-2023,On-time,No,None
12955,5,28-05-2023,01-06-2023,On-time,No,None
12956,7,22-04-2023,26-04-2023,On-time,No,None
12957,1,20-12-2023,25-12-2023,Late,Yes,Damaged
12958,9,28-07-2023,31-07-2023,On-time,No,None
12959,3,22-03-2023,27-03-2023,Late,Yes,Damaged
12960,2,25-09-2023,28-09-2023,On-time,No,None
12961,3,20-09-2023,25-09-2023,Late,Yes,Damaged
12962,2,07-03-2023,09-03-2023,On-time,No,None
12963,3,23-10-2023,29-10-2023,Late,No,None
12964,7,14-05-2023,18-05-2023,On-time,No,None
12965,7,03-01-2023,09-01-2023,Late,No,None
12966,5,17-06-2023,23-06-2023,Late,No,None
12967,2,06-02-2023,09-02-2023,On-time,No,None
12968,9,12-04-2023,15-04-2023,On-time,No,None
12969,7,13-02-2023,19-02-2023,Late,No,None
12970,10,30-07-2023,02-08-2023,On-time,No,None
12971,4,18-07-2023,22-07-2023,On-time,No,None
12972,3,19-06-2023,25-06-2023,Late,No,None
12973,9,10-02-2023,12-02-2023,On-time,No,None
12974,8,25-02-2023,27-02-2023,On-time,No,None
12975,10,09-09-2023,14-09-2023,Late,No,None
12976,7,25-11-2023,27-11-2023,On-time,No,None
12977,9,26-07-2023,29-07-2023,On-time,No,None
12978,10,24-02-2023,28-02-2023,On-time,No,None
12979,3,22-06-2023,27-06-2023,Late,Yes,Damaged
12980,2,15-07-2023,18-07-2023,On-time,No,None
12981,2,22-10-2023,24-10-2023,On-time,No,None
12982,6,07-07-2023,12-07-2023,Late,Yes,Wrong Item
12983,7,03-01-2023,08-01-2023,Late,No,None
12984,6,13-07-2023,18-07-2023,Late,No,None
12985,6,14-09-2023,16-09-2023,On-time,No,None
12986,2,28-05-2023,31-05-2023,On-time,No,None
12987,10,11-11-2023,17-11-2023,Late,No,None
12988,8,20-06-2023,23-06-2023,On-time,No,None
12989,6,19-04-2023,24-04-2023,Late,No,None
12990,8,14-10-2023,20-10-2023,Late,No,None
12991,6,02-06-2023,04-06-2023,On-time,No,None
12992,7,25-07-2023,29-07-2023,On-time,No,None
12993,7,06-04-2023,12-04-2023,Late,Yes,Wrong Item
12994,5,21-09-2023,26-09-2023,Late,Yes,Damaged
12995,10,21-06-2023,25-06-2023,On-time,No,None
12996,8,05-06-2023,10-06-2023,Late,Yes,Wrong Item
12997,4,24-12-2023,29-12-2023,Late,No,None
12998,6,12-11-2023,17-11-2023,Late,Yes,Wrong Item
12999,5,09-05-2023,13-05-2023,On-time,No,None
13000,4,19-08-2023,21-08-2023,On-time,No,None
13001,5,03-12-2023,08-12-2023,Late,Yes,Late
13002,1,27-09-2023,29-09-2023,On-time,No,None
13003,1,30-11-2023,02-12-2023,On-time,No,None
13004,8,26-01-2023,30-01-2023,On-time,No,None
13005,4,03-02-2023,05-02-2023,On-time,No,None
13006,8,24-11-2023,27-11-2023,On-time,No,None
13007,2,04-05-2023,10-05-2023,Late,Yes,Wrong Item
13008,2,28-09-2023,01-10-2023,On-time,No,None
13009,10,15-02-2023,19-02-2023,On-time,No,None
13010,7,01-05-2023,04-05-2023,On-time,No,None
13011,2,23-08-2023,28-08-2023,Late,No,None
13012,3,07-12-2023,11-12-2023,On-time,No,None
13013,3,13-06-2023,16-06-2023,On-time,No,None
13014,1,13-09-2023,15-09-2023,On-time,No,None
13015,3,06-12-2023,10-12-2023,On-time,No,None
13016,9,16-10-2023,18-10-2023,On-time,No,None
13017,3,23-06-2023,28-06-2023,Late,Yes,Damaged
13018,4,16-11-2023,18-11-2023,On-time,No,None
13019,4,15-03-2023,21-03-2023,Late,No,None
13020,3,12-06-2023,15-06-2023,On-time,No,None
13021,3,18-12-2023,20-12-2023,On-time,No,None
13022,3,13-02-2023,16-02-2023,On-time,No,None
13023,6,23-06-2023,26-06-2023,On-time,No,None
13024,1,02-07-2023,04-07-2023,On-time,No,None
13025,10,17-12-2023,23-12-2023,Late,No,None
13026,5,23-07-2023,28-07-2023,Late,No,None
13027,3,23-01-2023,27-01-2023,On-time,No,None
13028,10,11-03-2023,13-03-2023,On-time,No,None
13029,2,08-04-2023,10-04-2023,On-time,No,None
13030,10,27-10-2023,01-11-2023,Late,Yes,Wrong Item
13031,5,23-07-2023,27-07-2023,On-time,No,None
13032,5,03-01-2023,08-01-2023,Late,No,None
13033,3,02-06-2023,06-06-2023,On-time,No,None
13034,8,11-12-2023,13-12-2023,On-time,No,None
13035,4,10-12-2023,16-12-2023,Late,Yes,Late
13036,10,22-12-2023,25-12-2023,On-time,No,None
13037,2,02-11-2023,06-11-2023,On-time,No,None
13038,6,03-01-2023,08-01-2023,Late,No,None
13039,1,11-02-2023,13-02-2023,On-time,No,None
13040,10,11-02-2023,17-02-2023,Late,No,None
13041,3,29-09-2023,04-10-2023,Late,No,None
13042,10,17-12-2023,22-12-2023,Late,Yes,Wrong Item
13043,5,28-03-2023,01-04-2023,On-time,No,None
13044,8,18-09-2023,21-09-2023,On-time,No,None
13045,5,03-09-2023,09-09-2023,Late,Yes,Late
13046,9,17-01-2023,20-01-2023,On-time,No,None
13047,1,07-07-2023,09-07-2023,On-time,No,None
13048,8,11-10-2023,17-10-2023,Late,Yes,Damaged
13049,6,18-11-2023,23-11-2023,Late,Yes,Late
13050,2,15-05-2023,21-05-2023,Late,Yes,Damaged
13051,2,24-05-2023,28-05-2023,On-time,No,None
13052,8,05-12-2023,11-12-2023,Late,Yes,Damaged
13053,6,09-06-2023,12-06-2023,On-time,No,None
13054,3,19-07-2023,23-07-2023,On-time,No,None
13055,5,31-12-2023,03-01-2024,On-time,No,None
13056,7,04-06-2023,09-06-2023,Late,No,None
13057,5,12-12-2023,16-12-2023,On-time,No,None
13058,8,23-03-2023,25-03-2023,On-time,No,None
13059,6,16-10-2023,22-10-2023,Late,No,None
13060,2,28-07-2023,30-07-2023,On-time,No,None
13061,5,24-08-2023,28-08-2023,On-time,No,None
13062,1,24-04-2023,28-04-2023,On-time,No,None
13063,5,18-09-2023,22-09-2023,On-time,No,None
13064,10,22-07-2023,28-07-2023,Late,No,None
13065,1,06-11-2023,11-11-2023,Late,Yes,Damaged
13066,2,10-12-2023,13-12-2023,On-time,No,None
13067,3,21-10-2023,24-10-2023,On-time,No,None
13068,5,21-09-2023,25-09-2023,On-time,No,None
13069,3,21-09-2023,25-09-2023,On-time,No,None
13070,2,28-05-2023,31-05-2023,On-time,No,None
13071,7,03-07-2023,06-07-2023,On-time,No,None
13072,8,10-02-2023,12-02-2023,On-time,No,None
13073,9,27-06-2023,29-06-2023,On-time,No,None
13074,4,05-12-2023,11-12-2023,Late,No,None
13075,7,30-12-2023,05-01-2024,Late,No,None
13076,6,10-10-2023,13-10-2023,On-time,No,None
13077,7,07-12-2023,10-12-2023,On-time,No,None
13078,6,06-09-2023,08-09-2023,On-time,No,None
13079,4,12-05-2023,14-05-2023,On-time,No,None
13080,9,10-06-2023,14-06-2023,On-time,No,None
13081,6,20-08-2023,25-08-2023,Late,No,None
13082,5,12-09-2023,16-09-2023,On-time,No,None
13083,3,27-03-2023,01-04-2023,Late,No,None
13084,9,28-02-2023,02-03-2023,On-time,No,None
13085,10,24-01-2023,27-01-2023,On-time,No,None
13086,10,29-06-2023,05-07-2023,Late,No,None
13087,10,20-01-2023,22-01-2023,On-time,No,None
13088,2,27-02-2023,03-03-2023,On-time,No,None
13089,9,23-06-2023,29-06-2023,Late,Yes,Late
13090,2,19-09-2023,23-09-2023,On-time,No,None
13091,5,21-09-2023,25-09-2023,On-time,No,None
13092,10,23-04-2023,27-04-2023,On-time,No,None
13093,6,05-04-2023,09-04-2023,On-time,No,None
13094,4,30-09-2023,03-10-2023,On-time,No,None
13095,4,06-01-2023,10-01-2023,On-time,No,None
13096,4,13-06-2023,19-06-2023,Late,No,None
13097,1,27-01-2023,29-01-2023,On-time,No,None
13098,10,09-07-2023,11-07-2023,On-time,No,None
13099,3,12-01-2023,14-01-2023,On-time,No,None
13100,6,15-10-2023,17-10-2023,On-time,No,None
13101,8,23-12-2023,27-12-2023,On-time,No,None
13102,7,12-07-2023,18-07-2023,Late,No,None
13103,7,01-11-2023,07-11-2023,Late,Yes,Late
13104,7,17-02-2023,22-02-2023,Late,No,None
13105,7,15-03-2023,21-03-2023,Late,Yes,Wrong Item
13106,10,18-02-2023,20-02-2023,On-time,No,None
13107,3,07-12-2023,09-12-2023,On-time,No,None
13108,4,14-05-2023,20-05-2023,Late,Yes,Wrong Item
13109,2,16-05-2023,21-05-2023,Late,No,None
13110,2,22-11-2023,28-11-2023,Late,No,None
13111,1,24-11-2023,27-11-2023,On-time,No,None
13112,7,03-08-2023,08-08-2023,Late,No,None
13113,4,17-02-2023,22-02-2023,Late,Yes,Damaged
13114,4,13-06-2023,15-06-2023,On-time,No,None
13115,3,27-10-2023,29-10-2023,On-time,No,None
13116,1,07-03-2023,12-03-2023,Late,Yes,Late
13117,4,27-06-2023,03-07-2023,Late,No,None
13118,1,17-02-2023,21-02-2023,On-time,No,None
13119,7,30-05-2023,05-06-2023,Late,No,None
13120,5,19-10-2023,24-10-2023,Late,No,None
13121,4,21-04-2023,26-04-2023,Late,Yes,Late
13122,10,14-12-2023,20-12-2023,Late,No,None
13123,4,22-10-2023,24-10-2023,On-time,No,None
13124,9,27-04-2023,29-04-2023,On-time,No,None
13125,4,04-07-2023,10-07-2023,Late,No,None
13126,10,08-09-2023,11-09-2023,On-time,No,None
13127,2,19-06-2023,23-06-2023,On-time,No,None
13128,1,31-01-2023,05-02-2023,Late,No,None
13129,4,06-12-2023,12-12-2023,Late,No,None
13130,10,03-02-2023,06-02-2023,On-time,No,None
13131,1,03-06-2023,05-06-2023,On-time,No,None
13132,7,23-10-2023,26-10-2023,On-time,No,None
13133,1,16-03-2023,19-03-2023,On-time,No,None
13134,7,14-09-2023,18-09-2023,On-time,No,None
13135,2,06-02-2023,08-02-2023,On-time,No,None
13136,2,24-09-2023,29-09-2023,Late,No,None
13137,5,12-07-2023,15-07-2023,On-time,No,None
13138,8,12-04-2023,18-04-2023,Late,No,None
13139,2,13-05-2023,19-05-2023,Late,No,None
13140,7,24-11-2023,30-11-2023,Late,No,None
13141,7,21-07-2023,23-07-2023,On-time,No,None
13142,10,14-09-2023,18-09-2023,On-time,No,None
13143,4,11-08-2023,15-08-2023,On-time,No,None
13144,1,10-04-2023,16-04-2023,Late,No,None
13145,2,02-10-2023,08-10-2023,Late,No,None
13146,8,05-12-2023,07-12-2023,On-time,No,None
13147,3,05-12-2023,09-12-2023,On-time,No,None
13148,4,23-05-2023,26-05-2023,On-time,No,None
13149,6,05-10-2023,09-10-2023,On-time,No,None
13150,3,03-07-2023,08-07-2023,Late,No,None
13151,8,22-10-2023,26-10-2023,On-time,No,None
13152,1,14-05-2023,17-05-2023,On-time,No,None
13153,3,29-09-2023,04-10-2023,Late,Yes,Damaged
13154,6,25-04-2023,29-04-2023,On-time,No,None
13155,6,20-06-2023,23-06-2023,On-time,No,None
13156,8,08-12-2023,13-12-2023,Late,No,None
13157,4,07-04-2023,09-04-2023,On-time,No,None
13158,1,27-09-2023,01-10-2023,On-time,No,None
13159,5,06-08-2023,12-08-2023,Late,Yes,Damaged
13160,4,22-05-2023,24-05-2023,On-time,No,None
13161,5,06-09-2023,09-09-2023,On-time,No,None
13162,7,20-03-2023,23-03-2023,On-time,No,None
13163,8,30-08-2023,02-09-2023,On-time,No,None
13164,1,14-10-2023,18-10-2023,On-time,No,None
13165,1,24-11-2023,30-11-2023,Late,No,None
13166,8,06-01-2023,10-01-2023,On-time,No,None
13167,9,04-10-2023,07-10-2023,On-time,No,None
13168,6,01-12-2023,07-12-2023,Late,No,None
13169,8,01-09-2023,07-09-2023,Late,No,None
13170,6,01-11-2023,03-11-2023,On-time,No,None
13171,7,25-08-2023,28-08-2023,On-time,No,None
13172,4,28-09-2023,02-10-2023,On-time,No,None
13173,4,27-08-2023,02-09-2023,Late,No,None
13174,3,20-07-2023,24-07-2023,On-time,No,None
13175,2,13-01-2023,17-01-2023,On-time,No,None
13176,5,30-07-2023,03-08-2023,On-time,No,None
13177,3,01-02-2023,04-02-2023,On-time,No,None
13178,5,11-07-2023,14-07-2023,On-time,No,None
13179,6,28-03-2023,03-04-2023,Late,No,None
13180,10,13-12-2023,19-12-2023,Late,No,None
13181,9,19-05-2023,23-05-2023,On-time,No,None
13182,4,25-02-2023,03-03-2023,Late,No,None
13183,6,28-10-2023,03-11-2023,Late,Yes,Wrong Item
13184,10,21-03-2023,24-03-2023,On-time,No,None
13185,9,25-12-2023,30-12-2023,Late,Yes,Late
13186,7,24-06-2023,27-06-2023,On-time,No,None
13187,1,07-10-2023,10-10-2023,On-time,No,None
13188,5,25-05-2023,28-05-2023,On-time,No,None
13189,2,12-12-2023,16-12-2023,On-time,No,None
13190,10,27-06-2023,02-07-2023,Late,Yes,Late
13191,1,11-12-2023,13-12-2023,On-time,No,None
13192,2,01-11-2023,03-11-2023,On-time,No,None
13193,1,30-01-2023,03-02-2023,On-time,No,None
13194,8,22-12-2023,25-12-2023,On-time,No,None
13195,2,28-09-2023,01-10-2023,On-time,No,None
13196,4,31-01-2023,04-02-2023,On-time,No,None
13197,5,09-01-2023,14-01-2023,Late,Yes,Wrong Item
13198,6,22-04-2023,26-04-2023,On-time,No,None
13199,10,07-10-2023,11-10-2023,On-time,No,None
13200,1,27-11-2023,30-11-2023,On-time,No,None
13201,8,26-05-2023,01-06-2023,Late,Yes,Wrong Item
13202,6,24-09-2023,28-09-2023,On-time,No,None
13203,4,15-02-2023,17-02-2023,On-time,No,None
13204,2,30-11-2023,06-12-2023,Late,No,None
13205,3,12-07-2023,15-07-2023,On-time,No,None
13206,8,27-08-2023,02-09-2023,Late,Yes,Wrong Item
13207,4,09-09-2023,15-09-2023,Late,Yes,Damaged
13208,2,17-01-2023,19-01-2023,On-time,No,None
13209,8,28-04-2023,30-04-2023,On-time,No,None
13210,10,04-09-2023,10-09-2023,Late,No,None
13211,2,06-11-2023,10-11-2023,On-time,No,None
13212,7,06-03-2023,12-03-2023,Late,No,None
13213,1,08-03-2023,12-03-2023,On-time,No,None
13214,10,15-12-2023,21-12-2023,Late,Yes,Damaged
13215,6,27-01-2023,30-01-2023,On-time,No,None
13216,10,20-08-2023,24-08-2023,On-time,No,None
13217,10,12-08-2023,15-08-2023,On-time,No,None
13218,7,17-03-2023,19-03-2023,On-time,No,None
13219,7,28-04-2023,30-04-2023,On-time,No,None
13220,5,13-02-2023,15-02-2023,On-time,No,None
13221,2,30-12-2023,02-01-2024,On-time,No,None
13222,3,01-07-2023,03-07-2023,On-time,No,None
13223,9,28-11-2023,02-12-2023,On-time,No,None
13224,4,21-07-2023,25-07-2023,On-time,No,None
13225,6,27-05-2023,02-06-2023,Late,Yes,Damaged
13226,10,10-11-2023,16-11-2023,Late,No,None
13227,10,30-12-2023,01-01-2024,On-time,No,None
13228,9,27-10-2023,29-10-2023,On-time,No,None
13229,4,18-07-2023,24-07-2023,Late,No,None
13230,3,28-01-2023,02-02-2023,Late,Yes,Wrong Item
13231,1,22-10-2023,24-10-2023,On-time,No,None
13232,3,24-08-2023,28-08-2023,On-time,No,None
13233,9,02-05-2023,04-05-2023,On-time,No,None
13234,3,16-05-2023,19-05-2023,On-time,No,None
13235,5,10-05-2023,12-05-2023,On-time,No,None
13236,2,16-12-2023,20-12-2023,On-time,No,None
13237,8,03-12-2023,09-12-2023,Late,No,None
13238,9,17-11-2023,21-11-2023,On-time,No,None
13239,9,15-07-2023,21-07-2023,Late,No,None
13240,7,20-01-2023,24-01-2023,On-time,No,None
13241,1,10-07-2023,15-07-2023,Late,No,None
13242,5,27-11-2023,02-12-2023,Late,No,None
13243,1,16-09-2023,20-09-2023,On-time,No,None
13244,10,23-05-2023,26-05-2023,On-time,No,None
13245,2,05-11-2023,08-11-2023,On-time,No,None
13246,6,02-06-2023,05-06-2023,On-time,No,None
13247,1,11-06-2023,15-06-2023,On-time,No,None
13248,2,13-06-2023,18-06-2023,Late,No,None
13249,10,21-10-2023,26-10-2023,Late,Yes,Wrong Item
13250,1,10-02-2023,12-02-2023,On-time,No,None
13251,6,25-12-2023,28-12-2023,On-time,No,None
13252,7,20-02-2023,24-02-2023,On-time,No,None
13253,10,07-03-2023,09-03-2023,On-time,No,None
13254,4,11-12-2023,14-12-2023,On-time,No,None
13255,1,30-09-2023,05-10-2023,Late,Yes,Wrong Item
13256,8,14-05-2023,17-05-2023,On-time,No,None
13257,2,26-09-2023,29-09-2023,On-time,No,None
13258,7,06-08-2023,12-08-2023,Late,No,None
13259,10,25-08-2023,27-08-2023,On-time,No,None
13260,3,14-05-2023,19-05-2023,Late,No,None
13261,10,15-05-2023,19-05-2023,On-time,No,None
13262,8,17-02-2023,21-02-2023,On-time,No,None
13263,9,31-05-2023,02-06-2023,On-time,No,None
13264,9,27-06-2023,03-07-2023,Late,Yes,Late
13265,1,09-01-2023,15-01-2023,Late,No,None
13266,7,22-03-2023,25-03-2023,On-time,No,None
13267,4,28-03-2023,30-03-2023,On-time,No,None
13268,7,11-01-2023,13-01-2023,On-time,No,None
13269,4,29-01-2023,02-02-2023,On-time,No,None
13270,8,08-09-2023,10-09-2023,On-time,No,None
13271,9,28-08-2023,01-09-2023,On-time,No,None
13272,5,22-08-2023,26-08-2023,On-time,No,None
13273,5,13-07-2023,19-07-2023,Late,No,None
13274,5,02-05-2023,07-05-2023,Late,No,None
13275,3,07-04-2023,09-04-2023,On-time,No,None
13276,10,18-06-2023,24-06-2023,Late,Yes,Wrong Item
13277,1,19-10-2023,23-10-2023,On-time,No,None
13278,3,22-07-2023,27-07-2023,Late,No,None
13279,2,21-02-2023,25-02-2023,On-time,No,None
13280,6,30-03-2023,02-04-2023,On-time,No,None
13281,6,05-03-2023,09-03-2023,On-time,No,None
13282,4,13-07-2023,17-07-2023,On-time,No,None
13283,8,16-05-2023,18-05-2023,On-time,No,None
13284,8,31-10-2023,06-11-2023,Late,No,None
13285,8,03-07-2023,07-07-2023,On-time,No,None
13286,3,26-08-2023,01-09-2023,Late,No,None
13287,4,26-06-2023,30-06-2023,On-time,No,None
13288,4,04-09-2023,09-09-2023,Late,Yes,Wrong Item
13289,7,16-07-2023,18-07-2023,On-time,No,None
13290,7,05-07-2023,07-07-2023,On-time,No,None
13291,9,16-12-2023,18-12-2023,On-time,No,None
13292,7,23-07-2023,29-07-2023,Late,Yes,Late
13293,3,01-10-2023,03-10-2023,On-time,No,None
13294,10,28-11-2023,02-12-2023,On-time,No,None
13295,6,13-04-2023,19-04-2023,Late,No,None
13296,1,28-05-2023,03-06-2023,Late,No,None
13297,3,02-06-2023,06-06-2023,On-time,No,None
13298,10,19-05-2023,22-05-2023,On-time,No,None
13299,7,03-12-2023,05-12-2023,On-time,No,None
13300,10,24-04-2023,26-04-2023,On-time,No,None
13301,7,20-08-2023,26-08-2023,Late,No,None
13302,2,28-02-2023,04-03-2023,On-time,No,None
13303,6,04-02-2023,08-02-2023,On-time,No,None
13304,6,13-12-2023,19-12-2023,Late,No,None
13305,5,05-08-2023,09-08-2023,On-time,No,None
13306,6,10-10-2023,14-10-2023,On-time,No,None
13307,10,21-03-2023,24-03-2023,On-time,No,None
13308,8,11-08-2023,14-08-2023,On-time,No,None
13309,7,26-10-2023,01-11-2023,Late,No,None
13310,2,13-01-2023,17-01-2023,On-time,No,None
13311,5,27-01-2023,29-01-2023,On-time,No,None
13312,4,21-01-2023,26-01-2023,Late,No,None
13313,6,01-12-2023,03-12-2023,On-time,No,None
13314,5,30-05-2023,02-06-2023,On-time,No,None
13315,7,04-04-2023,10-04-2023,Late,No,None
13316,10,11-09-2023,13-09-2023,On-time,No,None
13317,2,29-06-2023,03-07-2023,On-time,No,None
13318,6,20-01-2023,22-01-2023,On-time,No,None
13319,4,05-04-2023,11-04-2023,Late,Yes,Damaged
13320,4,08-10-2023,12-10-2023,On-time,No,None
13321,5,25-10-2023,31-10-2023,Late,No,None
13322,1,01-02-2023,07-02-2023,Late,No,None
13323,6,27-05-2023,29-05-2023,On-time,No,None
13324,7,27-01-2023,29-01-2023,On-time,No,None
13325,6,26-08-2023,28-08-2023,On-time,No,None
13326,9,23-06-2023,26-06-2023,On-time,No,None
13327,10,24-06-2023,30-06-2023,Late,Yes,Late
13328,9,17-05-2023,20-05-2023,On-time,No,None
13329,3,09-05-2023,12-05-2023,On-time,No,None
13330,6,04-10-2023,09-10-2023,Late,Yes,Wrong Item
13331,2,13-02-2023,16-02-2023,On-time,No,None
13332,1,23-11-2023,27-11-2023,On-time,No,None
13333,4,02-04-2023,07-04-2023,Late,Yes,Wrong Item
13334,10,19-07-2023,25-07-2023,Late,Yes,Wrong Item
13335,2,12-10-2023,15-10-2023,On-time,No,None
13336,8,31-08-2023,02-09-2023,On-time,No,None
13337,9,05-04-2023,09-04-2023,On-time,No,None
13338,8,02-04-2023,05-04-2023,On-time,No,None
13339,10,28-04-2023,01-05-2023,On-time,No,None
13340,3,04-12-2023,09-12-2023,Late,No,None
13341,2,04-05-2023,06-05-2023,On-time,No,None
13342,6,02-11-2023,08-11-2023,Late,Yes,Wrong Item
13343,5,27-12-2023,31-12-2023,On-time,No,None
13344,3,11-11-2023,16-11-2023,Late,No,None
13345,2,26-09-2023,28-09-2023,On-time,No,None
13346,1,05-12-2023,07-12-2023,On-time,No,None
13347,7,01-02-2023,07-02-2023,Late,Yes,Wrong Item
13348,8,20-09-2023,23-09-2023,On-time,No,None
13349,1,16-12-2023,20-12-2023,On-time,No,None
13350,3,11-03-2023,14-03-2023,On-time,No,None
13351,1,23-11-2023,27-11-2023,On-time,No,None
13352,7,21-02-2023,23-02-2023,On-time,No,None
13353,2,08-03-2023,11-03-2023,On-time,No,None
13354,8,06-09-2023,12-09-2023,Late,Yes,Damaged
13355,10,30-10-2023,04-11-2023,Late,Yes,Damaged
13356,10,16-08-2023,21-08-2023,Late,Yes,Damaged
13357,10,04-09-2023,07-09-2023,On-time,No,None
13358,5,06-01-2023,08-01-2023,On-time,No,None
13359,7,31-10-2023,05-11-2023,Late,No,None
13360,6,12-02-2023,18-02-2023,Late,No,None
13361,7,31-07-2023,03-08-2023,On-time,No,None
13362,8,26-09-2023,29-09-2023,On-time,No,None
13363,2,19-04-2023,23-04-2023,On-time,No,None
13364,4,26-09-2023,02-10-2023,Late,No,None
13365,6,16-04-2023,19-04-2023,On-time,No,None
13366,8,27-01-2023,02-02-2023,Late,No,None
13367,5,09-01-2023,11-01-2023,On-time,No,None
13368,6,07-05-2023,12-05-2023,Late,No,None
13369,9,16-02-2023,22-02-2023,Late,No,None
13370,7,01-02-2023,03-02-2023,On-time,No,None
13371,7,24-12-2023,27-12-2023,On-time,No,None
13372,4,29-05-2023,01-06-2023,On-time,No,None
13373,5,17-02-2023,21-02-2023,On-time,No,None
13374,9,25-12-2023,29-12-2023,On-time,No,None
13375,9,20-04-2023,24-04-2023,On-time,No,None
13376,8,27-01-2023,02-02-2023,Late,No,None
13377,8,12-11-2023,16-11-2023,On-time,No,None
13378,3,28-05-2023,02-06-2023,Late,Yes,Late
13379,7,18-09-2023,23-09-2023,Late,No,None
13380,2,20-05-2023,24-05-2023,On-time,No,None
13381,7,11-10-2023,16-10-2023,Late,No,None
