Order_ID,Customer_ID,Product_ID,Campaign_ID,Quantity,Order_Date,Sales,Discount,Profit
8779,6890,200,113,4,2023-03-07,9716,25.88%,4644
8780,1504,1492,88,1,2023-04-06,2344.17,25.83%,974.17
8781,5662,43,105,2,2023-08-13,5639.43,13.72%,2723.43
8782,7095,1234,146,3,2023-09-18,3486.82,15.15%,1203.82
8783,2125,1305,139,1,2023-05-03,2065.87,6.66%,968.87
8784,3255,754,101,1,2023-12-21,2541.19,19.26%,653.19
8785,2414,1879,192,1,2023-02-10,808.91,5.71%,258.91
8786,4388,486,34,2,2023-08-27,4407.2,12.28%,1861.2
8787,6090,658,38,3,2023-03-03,6079.45,4.07%,2668.45
8788,5834,1971,194,3,2023-05-28,6846.5,20.03%,1782.5
8789,157,764,164,2,2023-03-18,2300.27,6.97%,962.27
8790,9316,302,27,4,2023-03-15,3657.68,15.17%,1705.68
8791,5004,715,8,1,2023-04-18,2280.14,2.84%,718.14
8792,5754,1979,79,4,2023-01-17,9040.69,25.32%,4240.69
8793,918,1191,129,1,2023-09-17,1962.17,12.25%,535.17
8794,6254,334,100,1,2023-04-22,902.52,19.76%,424.52
8795,1703,1904,195,1,2023-03-26,1592.24,11.84%,786.24
8796,1666,1278,193,1,2023-07-05,1862.11,6.11%,717.11
8797,5390,854,132,4,2023-05-09,11381.45,17.84%,5377.45
8798,7164,237,10,1,2023-12-21,1794.89,24.68%,721.89
8799,5808,1446,97,2,2023-11-11,7349.38,6.04%,3547.38
8800,2112,695,71,3,2023-05-14,4080.71,7.54%,1524.71
8801,3715,335,79,3,2023-02-06,7255.44,29.64%,2908.44
8802,6984,773,69,3,2023-03-25,4485.54,20.47%,1239.54
8803,5111,113,161,3,2023-07-02,5929.84,10.22%,1240.84
8804,2398,389,42,1,2023-06-27,1484.64,5.77%,705.64
8805,5455,889,113,4,2023-07-11,9923.15,27.67%,4371.15
8806,1556,690,125,2,2023-03-11,3439.44,24.91%,1379.44
8807,4503,1834,29,2,2023-09-06,1168.47,18.66%,366.47
8808,344,1427,191,3,2023-10-01,4737.68,0.96%,1029.68
8809,1545,674,25,3,2023-06-07,979.14,20.19%,442.14
8810,3997,309,147,1,2023-01-30,1591.24,27.78%,509.24
8811,6849,2000,157,1,2023-05-25,1585.25,27.05%,361.25
8812,8231,1045,79,4,2023-12-24,4324.08,6.35%,1344.08
8813,4383,1325,122,1,2023-05-03,1906.57,0.04%,755.57
8814,8047,992,3,4,2023-09-19,13714,9.65%,5782
8815,4987,1596,106,1,2023-05-26,2598.7,25.58%,815.7
8816,3424,1973,110,4,2023-01-14,13475.23,25.06%,6227.23
8817,9221,1014,158,1,2023-09-17,820.63,3.47%,355.63
8818,236,1555,81,2,2023-09-22,3675.97,23.05%,1191.97
8819,7994,472,113,3,2023-12-30,5995.68,16.37%,2884.68
8820,9161,803,134,4,2023-02-04,3252.61,5.82%,544.61
8821,5225,1874,77,2,2023-09-09,5109.78,27.54%,2431.78
8822,1231,761,199,3,2023-11-18,7638.63,15.45%,3225.63
8823,239,14,41,3,2023-06-19,4620.83,22.38%,1956.83
8824,4925,1622,80,1,2023-08-24,3505.76,12.94%,1551.76
8825,52,615,133,1,2023-06-05,2539.32,21.43%,736.32
8826,9573,222,81,3,2023-12-14,8097.44,22.68%,3486.44
8827,1057,1292,193,3,2023-08-10,6511.85,29.67%,1999.85
8828,8214,689,121,1,2023-07-20,2289.17,21.96%,656.17
8829,8499,1740,178,2,2023-05-27,2530.72,19.84%,766.72
8830,7610,1502,77,1,2023-09-30,1677.4,7.00%,447.4
8831,2610,1027,92,3,2023-11-12,2087.66,14.78%,941.66
8832,3601,1143,149,3,2023-10-15,7902.34,3.15%,3888.34
8833,1966,104,71,1,2023-03-17,2496.48,5.12%,517.48
8834,6533,1376,197,4,2023-10-17,7249.24,19.25%,2797.24
8835,3579,1691,56,1,2023-03-18,1437.38,29.51%,622.38
8836,5562,732,200,1,2023-03-09,848.64,3.40%,253.64
8837,2544,1490,151,2,2023-07-20,2431.85,25.88%,765.85
8838,505,1397,33,3,2023-01-19,6417.87,11.60%,1671.87
8839,8329,665,193,4,2023-10-20,10195.56,14.09%,3271.56
8840,5085,1535,94,1,2023-11-20,1184.65,19.78%,436.65
8841,9495,1935,152,2,2023-02-26,4645.69,23.12%,1043.69
8842,4015,883,87,2,2023-07-20,3290.95,22.66%,790.95
8843,6308,1517,21,1,2023-03-25,371.21,15.88%,109.21
8844,3615,752,77,4,2023-10-13,6228.59,10.92%,1588.59
8845,5143,1051,114,3,2023-04-25,10539.24,7.07%,5184.24
8846,6072,1807,98,4,2023-07-01,7467.79,11.40%,1347.79
8847,4807,158,169,2,2023-10-01,1721.77,5.31%,479.77
8848,507,1739,85,1,2023-01-30,188.31,1.71%,61.31
8849,9726,699,121,2,2023-03-04,4325.87,18.33%,1925.87
8850,4004,1965,22,3,2023-03-14,5133.42,24.74%,1674.42
8851,8900,1205,111,4,2023-10-14,6039.16,16.60%,2307.16
8852,9816,590,46,2,2023-06-18,2747,19.30%,527
8853,7612,301,157,2,2023-10-07,1547.01,1.40%,487.01
8854,1708,1884,53,3,2023-03-14,1865.8,12.32%,836.8
8855,8494,1224,23,2,2023-05-20,7170.81,18.60%,3188.81
8856,2445,445,22,2,2023-11-18,3795.82,10.07%,1313.82
8857,8510,267,98,3,2023-07-09,4245,19.14%,1905
8858,5907,78,136,3,2023-06-21,7135.21,26.98%,2485.21
8859,2956,1715,88,2,2023-08-02,1133.39,0.06%,369.39
8860,2928,623,44,2,2023-03-30,4565.57,16.49%,1149.57
8861,858,1750,137,3,2023-01-11,590.97,14.31%,173.97
8862,2721,1226,122,3,2023-08-08,5170.29,25.01%,1948.29
8863,3023,228,31,3,2023-08-28,3628.92,16.48%,1573.92
8864,8869,1447,11,2,2023-11-12,1743.86,0.84%,359.86
8865,379,1048,49,2,2023-12-23,4149.15,23.13%,2019.15
8866,8409,1670,95,2,2023-03-22,1858.17,16.77%,504.17
8867,6059,545,52,3,2023-09-27,1147.97,22.46%,244.97
8868,7419,406,182,3,2023-06-22,7963.94,0.05%,2221.94
8869,4964,1852,67,1,2023-02-14,625.51,10.15%,224.51
8870,4852,1428,25,1,2023-02-19,2925.61,4.63%,1183.61
8871,2990,1035,77,1,2023-06-10,1023.6,29.82%,404.6
8872,3831,1139,80,3,2023-06-21,3384.07,20.74%,1383.07
8873,5404,803,44,1,2023-06-18,888.35,9.74%,211.35
8874,9699,1955,150,1,2023-05-13,784.42,6.77%,348.42
8875,6851,1089,141,2,2023-06-15,4662.49,25.35%,1674.49
8876,9483,1386,118,2,2023-04-07,5443.32,14.98%,1801.32
8877,1940,1882,19,4,2023-08-01,14273.27,4.33%,6581.27
8878,4695,1230,186,3,2023-09-25,7584.76,29.35%,3789.76
8879,7326,1457,189,4,2023-11-01,8236.81,2.93%,2556.81
8880,7716,1090,149,2,2023-02-24,3513.68,12.50%,1465.68
8881,8428,430,154,2,2023-06-12,3190.26,0.63%,1442.26
8882,9976,645,41,4,2023-01-25,10057.96,18.75%,2629.96
8883,7628,679,170,4,2023-01-23,8337.54,22.91%,2605.54
8884,4196,79,179,2,2023-07-19,1502.44,15.12%,498.44
8885,2787,981,189,1,2023-01-25,1198.79,7.68%,543.79
8886,1378,733,125,1,2023-01-05,1433.97,2.75%,700.97
8887,2756,1459,118,1,2023-08-13,3360.24,4.04%,1662.24
8888,2084,405,7,2,2023-06-24,7184.7,12.46%,3358.7
8889,4410,1190,90,4,2023-12-24,10354.37,20.21%,4106.37
8890,6571,500,185,1,2023-12-19,1105.76,18.81%,221.76
8891,4613,1444,186,2,2023-06-07,5310.54,13.00%,2192.54
8892,6108,1806,24,3,2023-07-24,10245.78,16.59%,4389.78
8893,4105,417,17,2,2023-05-14,4603.74,4.27%,2033.74
8894,3550,535,186,1,2023-03-03,2417.43,10.87%,955.43
8895,4153,72,64,1,2023-08-25,2537.06,4.84%,1060.06
8896,7658,1236,14,1,2023-08-30,1820.75,1.37%,460.75
8897,5479,166,132,2,2023-05-11,4372.37,29.68%,882.37
8898,2642,1839,20,4,2023-08-29,9552.23,13.79%,2380.23
8899,5026,1600,161,2,2023-04-19,3821.99,12.38%,653.99
8900,7765,1766,49,2,2023-11-24,5734.55,15.56%,2774.55
8901,2113,431,146,3,2023-09-15,5417.03,14.06%,1676.03
8902,3501,769,28,1,2023-03-04,396.47,4.29%,165.47
8903,5988,810,82,4,2023-02-13,11651.59,6.84%,5399.59
8904,7625,324,53,3,2023-01-11,4730.22,13.04%,1211.22
8905,9202,1998,12,2,2023-01-16,1013.65,13.33%,273.65
8906,1630,1238,113,3,2023-02-07,1585.07,7.61%,370.07
8907,9042,716,84,1,2023-08-02,3635.07,23.52%,1800.07
8908,7362,1561,197,1,2023-11-19,3525.79,27.10%,1542.79
8909,6261,1652,106,4,2023-11-22,14120.15,22.94%,6128.15
8910,6923,368,186,2,2023-10-23,959.1,18.20%,393.1
8911,7167,185,36,1,2023-03-30,2157.38,12.10%,1036.38
8912,479,180,191,3,2023-10-22,2363.26,3.33%,449.26
8913,1311,1927,64,3,2023-01-15,721.8,0.56%,301.8
8914,2144,903,11,3,2023-12-27,2718.59,18.54%,888.59
8915,414,952,115,1,2023-05-01,1904.03,0.13%,889.03
8916,9849,1959,169,4,2023-07-24,4427.9,26.86%,791.9
8917,3937,966,32,4,2023-07-19,2696.98,5.52%,928.98
8918,8188,83,129,4,2023-09-27,8412.22,5.55%,1860.22
8919,1395,751,150,4,2023-09-12,12127.49,29.08%,5387.49
8920,2624,1466,150,1,2023-09-18,2950.73,2.16%,1308.73
8921,2291,1175,182,4,2023-02-10,986.55,20.20%,406.55
8922,639,1788,175,1,2023-06-20,1836.11,7.13%,618.11
8923,353,118,69,2,2023-06-10,6659.27,3.31%,3097.27
8924,140,650,31,1,2023-12-23,1417.28,10.09%,452.28
8925,8444,876,80,4,2023-11-03,3095.79,8.54%,1311.79
8926,8861,1992,30,2,2023-11-12,2970.61,18.39%,1350.61
8927,3843,676,90,4,2023-03-20,3218.48,4.85%,890.48
8928,8509,1991,137,4,2023-04-07,1983.21,20.90%,467.21
8929,4019,1911,182,1,2023-03-13,1093.14,5.70%,312.14
8930,2927,643,83,2,2023-04-28,4054.76,2.96%,1468.76
8931,6893,1096,69,1,2023-07-07,1129.68,9.73%,202.68
8932,7243,333,123,3,2023-08-08,6417.67,26.55%,2199.67
8933,1053,1503,10,2,2023-02-01,4645.64,8.95%,1001.64
8934,3564,397,97,4,2023-08-01,7737.36,21.36%,2541.36
8935,9316,986,136,3,2023-10-06,3591.39,22.08%,1686.39
8936,1344,1200,184,3,2023-10-06,2438.33,2.39%,860.33
8937,570,624,26,1,2023-03-26,2828.16,21.54%,1180.16
8938,7691,1602,32,3,2023-06-23,5700.54,3.06%,2229.54
8939,3917,643,125,4,2023-10-19,6669.04,17.74%,1497.04
8940,9193,1599,12,2,2023-01-04,3214.77,4.98%,996.77
8941,2924,1039,166,4,2023-02-13,13631.47,2.58%,6755.47
8942,4546,1666,32,2,2023-12-02,3778.05,8.62%,1832.05
8943,3926,1981,96,1,2023-10-09,270.68,20.55%,111.68
8944,3253,1979,154,4,2023-06-12,6383.59,4.77%,1583.59
8945,7559,1169,130,3,2023-08-01,2416.74,21.00%,1150.74
8946,3393,1510,167,1,2023-05-18,1834.75,29.38%,706.75
8947,2618,779,99,1,2023-07-13,1776.1,14.32%,610.1
8948,5936,1285,5,3,2023-03-05,8250.05,22.78%,2475.05
8949,4356,838,60,4,2023-06-20,3832.26,15.30%,1064.26
8950,2014,835,151,4,2023-09-26,4335.71,9.24%,2103.71
8951,1928,1815,116,3,2023-12-21,6495.79,17.40%,2265.79
8952,5333,608,188,4,2023-08-04,7754.93,28.80%,1502.93
8953,6259,1599,40,4,2023-04-02,8349.12,8.81%,3913.12
8954,4548,1412,109,2,2023-04-12,2105.45,21.47%,567.45
8955,6916,751,57,4,2023-11-12,10427.96,1.87%,3687.96
8956,3720,541,59,3,2023-12-06,1967.44,17.44%,791.44
8957,9744,145,28,3,2023-10-14,7622.61,4.41%,3203.61
8958,1683,991,133,2,2023-05-23,6062.67,8.51%,3012.67
8959,385,675,128,4,2023-11-10,1802.41,0.83%,494.41
8960,4709,1712,2,4,2023-10-22,7536.23,24.22%,2288.23
8961,3037,1365,41,2,2023-01-23,1098.05,10.36%,462.05
8962,7024,1021,66,1,2023-07-01,1872.22,10.91%,661.22
8963,4653,1111,33,4,2023-11-20,5816.53,17.83%,1976.53
8964,4446,304,197,1,2023-10-14,217.34,2.04%,94.34
8965,390,1017,122,1,2023-12-02,1166.76,3.00%,410.76
8966,2919,1845,38,4,2023-01-18,6337.92,5.28%,2345.92
8967,2114,961,29,3,2023-09-15,3903.48,6.73%,813.48
8968,1143,629,105,1,2023-02-19,642.4,5.32%,240.4
8969,746,1227,108,3,2023-07-13,2625.51,10.98%,1137.51
8970,6152,1281,200,4,2023-06-10,1700.22,2.49%,364.22
8971,1731,1671,50,2,2023-11-06,4395.94,18.32%,825.94
8972,4386,1257,68,1,2023-12-18,1271.6,12.84%,557.6
8973,4124,589,71,2,2023-03-17,2066.06,11.64%,456.06
8974,3231,374,186,1,2023-03-29,2205.45,0.25%,669.45
8975,2515,1620,130,3,2023-02-19,7882.53,5.20%,3304.53
8976,1770,1734,135,4,2023-10-26,5392.73,14.49%,2524.73
8977,8300,1822,110,4,2023-02-23,5816.68,12.96%,1932.68
8978,2487,1905,200,4,2023-01-19,6927.75,12.70%,3027.75
8979,4299,1908,191,1,2023-01-08,1105.73,11.80%,450.73
8980,8969,1606,175,3,2023-07-05,7088.46,0.24%,2864.46
8981,7993,1122,29,4,2023-04-03,3412,22.30%,792
8982,6445,611,189,2,2023-10-25,1788.87,13.37%,558.87
8983,6022,84,103,1,2023-01-22,592.52,13.95%,108.52
8984,6047,166,85,2,2023-11-20,5787.89,29.21%,2297.89
8985,8630,158,110,4,2023-03-15,3996.05,28.51%,1512.05
8986,9227,499,159,1,2023-10-05,1256.12,24.57%,531.12
8987,837,1121,91,3,2023-03-03,7387.06,8.67%,1660.06
8988,4703,310,33,2,2023-10-23,6580.27,2.79%,3162.27
8989,642,1880,167,3,2023-09-22,5299.07,16.33%,2494.07
8990,3175,1936,14,3,2023-06-28,4400.59,15.56%,1871.59
8991,1809,1640,34,3,2023-07-17,2985.61,8.98%,816.61
8992,7654,1296,159,1,2023-10-21,1198.95,1.46%,493.95
8993,6254,283,176,1,2023-02-11,904.31,6.01%,440.31
8994,3876,612,198,1,2023-02-26,3013.19,4.27%,1074.19
8995,8835,1814,26,3,2023-02-27,1222.87,28.26%,376.87
8996,8895,1423,180,4,2023-08-17,10466.2,10.38%,4214.2
8997,2849,1070,116,1,2023-02-22,677.43,20.76%,121.43
8998,3613,385,32,4,2023-08-25,6457,8.58%,3077
8999,7063,502,5,4,2023-11-21,1745.44,25.72%,561.44
9000,9915,1948,180,4,2023-07-28,10512.25,17.52%,5156.25
9001,9041,1697,126,2,2023-10-16,5881.73,27.21%,2867.73
9002,2555,1636,189,2,2023-04-02,1032.67,3.19%,200.67
9003,6321,1423,19,3,2023-02-25,9159.05,29.05%,4470.05
9004,1463,313,122,4,2023-01-13,12675.84,9.01%,5255.84
9005,5963,326,73,4,2023-05-21,6889.57,29.25%,2989.57
9006,6812,1732,145,4,2023-05-29,7231.87,4.25%,3491.87
9007,511,954,38,4,2023-04-18,4535.62,17.26%,1379.62
9008,2157,1812,193,4,2023-06-04,6202.64,14.43%,2274.64
9009,2920,516,149,4,2023-08-28,7356.69,29.37%,2224.69
9010,5192,1034,14,4,2023-06-21,5049.01,28.40%,1389.01
9011,6633,775,53,2,2023-10-12,3250.43,14.51%,1588.43
9012,8925,987,14,1,2023-12-02,2468.88,21.55%,709.88
9013,1238,313,200,2,2023-04-27,4988.12,5.37%,1278.12
9014,1481,902,191,2,2023-05-11,1527.97,9.75%,551.97
9015,2011,1335,104,2,2023-05-11,2450.74,27.49%,1220.74
9016,6898,1695,25,4,2023-01-28,7727.22,7.54%,1591.22
9017,5630,1344,116,1,2023-01-03,561.59,2.41%,259.59
9018,4758,420,18,1,2023-08-27,2878.81,4.47%,910.81
9019,7491,91,77,3,2023-07-23,6770.67,11.31%,2402.67
9020,2736,1037,184,1,2023-07-26,975.46,3.22%,429.46
9021,4200,1099,137,4,2023-03-27,1684.05,0.86%,584.05
9022,7287,1397,128,2,2023-06-22,4379.79,11.09%,1215.79
9023,6201,1353,23,4,2023-03-19,3051.76,9.54%,1471.76
9024,578,1992,13,3,2023-03-19,4581.62,13.12%,2151.62
9025,8080,1725,167,3,2023-10-18,1389.06,21.40%,390.06
9026,819,1034,142,4,2023-10-26,6178.7,12.41%,2518.7
9027,7189,450,61,3,2023-10-25,1861.1,1.09%,910.1
9028,4175,664,91,1,2023-04-08,783.36,26.69%,191.36
9029,1890,355,86,4,2023-05-26,3741.34,4.41%,941.34
9030,559,930,169,4,2023-05-04,9028.77,0.28%,2116.77
9031,2934,434,149,4,2023-03-19,10727.17,26.02%,3119.17
9032,9812,1355,62,2,2023-01-29,3262.16,10.47%,1024.16
9033,6832,1652,122,3,2023-09-14,7280.88,23.08%,1286.88
9034,5950,641,171,4,2023-09-15,1450.96,7.46%,686.96
9035,7644,1541,153,4,2023-02-09,10466.95,15.18%,4334.95
9036,70,411,29,1,2023-07-06,227.25,13.10%,98.25
9037,1190,7,150,2,2023-03-27,2593.84,8.00%,1149.84
9038,2903,1266,77,3,2023-10-08,5470.5,13.79%,1093.5
9039,4341,1125,92,3,2023-11-24,920.81,0.33%,455.81
9040,8876,500,13,1,2023-05-01,1123.82,26.72%,239.82
9041,5896,230,86,1,2023-04-29,1015.12,1.81%,243.12
9042,7551,1793,174,4,2023-08-01,6021.49,27.47%,2765.49
9043,5698,288,91,1,2023-04-09,2390.86,17.86%,926.86
9044,3911,657,94,2,2023-02-17,5399.72,13.37%,2369.72
9045,8263,274,186,2,2023-04-19,5719.39,2.05%,1891.39
9046,5985,580,156,4,2023-03-04,8126.64,24.13%,1698.64
9047,7716,1585,111,4,2023-08-27,3924.68,9.59%,1516.68
9048,9455,1805,169,4,2023-08-24,4898.53,20.75%,946.53
9049,7748,1093,169,4,2023-10-23,7212.04,12.54%,1484.04
9050,2156,1942,148,1,2023-07-25,1939.46,29.05%,415.46
9051,7957,922,99,3,2023-01-20,1680.88,19.08%,471.88
9052,9564,1348,51,3,2023-10-01,6984.33,15.06%,1521.33
9053,1916,1111,114,1,2023-07-21,1728.16,12.28%,768.16
9054,7919,1669,136,2,2023-01-05,4893.53,4.33%,2125.53
9055,4352,905,122,1,2023-09-18,478.08,13.12%,166.08
9056,7469,1101,178,3,2023-10-04,4010.39,14.11%,1937.39
9057,7068,1598,160,3,2023-03-15,4916.31,13.00%,1022.31
9058,5265,73,111,4,2023-02-10,4938.61,29.84%,1858.61
9059,5796,1092,171,2,2023-02-27,6231.17,2.85%,3083.17
9060,9740,218,61,3,2023-04-14,2386.04,2.36%,595.04
9061,4456,1614,103,3,2023-05-14,4637.72,13.61%,1556.72
9062,7692,246,85,2,2023-03-23,3260.82,13.52%,1110.82
9063,1214,1794,88,1,2023-01-04,2556.73,25.43%,805.73
9064,6440,95,172,2,2023-02-02,2206.51,7.22%,502.51
9065,9053,690,164,4,2023-01-05,5732.51,25.38%,1612.51
9066,9182,819,196,1,2023-10-11,2121.23,23.35%,727.23
9067,2924,1498,108,2,2023-02-28,5336.76,13.19%,2048.76
9068,1433,2,11,3,2023-11-24,8189.28,9.89%,3665.28
9069,341,1961,8,4,2023-01-27,9852.45,25.97%,3740.45
9070,7382,494,4,4,2023-08-10,4796.12,0.98%,1588.12
9071,1199,832,74,2,2023-01-06,4435.09,26.77%,1035.09
9072,9660,684,12,3,2023-07-26,733.99,12.91%,361.99
9073,4297,564,97,4,2023-07-03,10204.88,18.31%,3504.88
9074,8187,549,37,2,2023-11-24,5111.7,9.80%,2461.7
9075,4194,66,193,2,2023-12-08,823.41,6.65%,163.41
9076,8114,1116,81,1,2023-08-13,1456.92,11.47%,690.92
9077,9484,1208,142,3,2023-01-17,1201.01,27.25%,214.01
9078,4935,1815,98,3,2023-05-13,6435.67,8.77%,2205.67
9079,8544,199,40,4,2023-05-11,7673.05,12.26%,1637.05
9080,6611,1703,91,4,2023-01-10,10741.66,18.57%,4349.66
9081,9494,744,24,1,2023-09-03,591.18,26.27%,195.18
9082,3088,372,82,2,2023-06-27,5642.66,8.92%,2636.66
9083,6074,86,63,1,2023-08-06,2215.22,7.88%,667.22
9084,456,1852,16,1,2023-11-05,794.39,4.23%,393.39
9085,5854,312,51,2,2023-01-29,1031.16,10.81%,449.16
9086,3251,1400,16,1,2023-03-21,664.98,21.71%,204.98
9087,9350,420,58,2,2023-12-09,7209.94,4.77%,3273.94
9088,258,897,163,3,2023-02-27,4437.45,26.01%,2046.45
9089,482,1378,196,2,2023-01-08,872.1,9.78%,170.1
9090,4731,1284,161,3,2023-07-22,4481.64,19.42%,770.64
9091,1397,1577,74,4,2023-08-07,2326.63,10.90%,1054.63
9092,5419,99,57,3,2023-04-27,871.12,1.27%,415.12
9093,5172,1973,68,3,2023-07-22,6774.73,7.67%,1338.73
9094,6074,159,12,3,2023-04-12,6697.89,1.10%,3061.89
9095,7060,417,17,1,2023-02-21,1996.94,19.15%,711.94
9096,6456,1021,117,1,2023-04-20,2237.65,17.33%,1026.65
9097,6203,1413,69,1,2023-05-20,1572.93,7.36%,308.93
9098,6179,427,2,3,2023-10-31,5171.04,24.51%,1517.04
9099,648,1259,13,3,2023-10-14,1499.17,11.65%,452.17
9100,1612,395,160,3,2023-01-28,5355.59,14.48%,1743.59
9101,3885,1056,101,4,2023-08-27,4624.5,23.01%,1580.5
9102,4983,1391,169,2,2023-03-21,1326.7,14.14%,234.7
9103,3587,1409,148,4,2023-12-05,8116.31,25.13%,2328.31
9104,7674,1067,187,2,2023-05-26,2614.57,23.51%,1094.57
9105,6081,1798,1,1,2023-10-30,775.17,16.34%,242.17
9106,759,604,175,3,2023-12-09,5618.25,16.01%,1295.25
9107,633,1233,47,2,2023-12-01,4193.4,21.77%,1445.4
9108,7849,882,87,3,2023-08-30,1344.28,19.47%,567.28
9109,330,779,133,3,2023-11-17,6756.85,16.70%,3258.85
9110,5447,1705,99,1,2023-09-24,2220.23,10.16%,708.23
9111,8202,283,132,3,2023-04-23,2001.3,2.93%,609.3
9112,985,1725,66,3,2023-12-30,1931.7,17.60%,932.7
9113,669,1100,176,1,2023-11-29,405.21,20.16%,200.21
9114,442,1037,54,4,2023-08-12,3111.71,23.58%,927.71
9115,2926,351,131,1,2023-03-18,3144.76,6.97%,1500.76
9116,4021,547,22,3,2023-06-16,594.18,6.15%,201.18
9117,5678,537,77,4,2023-07-13,11752.32,20.38%,4876.32
9118,8466,804,130,4,2023-07-27,5490.88,21.66%,2650.88
9119,4714,661,183,1,2023-06-16,622.63,17.52%,107.63
9120,9219,1136,16,3,2023-10-24,6924.95,9.57%,1899.95
9121,2374,311,140,4,2023-09-28,9766.05,20.70%,4534.05
9122,9750,36,184,4,2023-07-13,5149.38,5.39%,2377.38
9123,3127,1948,178,4,2023-02-16,6785.03,15.20%,1429.03
9124,2934,1179,194,3,2023-06-02,2332.44,5.99%,910.44
9125,8640,1420,97,1,2023-10-05,1001.01,0.38%,301.01
9126,3369,1226,85,2,2023-11-07,3492.1,21.04%,1344.1
9127,6517,538,78,4,2023-12-25,6858.84,29.83%,2786.84
9128,3807,1197,139,3,2023-12-16,791.91,4.53%,155.91
9129,5256,1926,146,3,2023-10-29,525.13,10.74%,102.13
9130,8067,985,51,2,2023-06-17,881.25,28.09%,377.25
9131,8262,1544,200,3,2023-07-03,2837.5,10.69%,902.5
9132,4586,843,66,2,2023-09-14,5236.38,19.88%,2428.38
9133,4599,1661,84,2,2023-01-26,1126.16,23.47%,316.16
9134,5818,1937,185,2,2023-03-18,2554.87,14.50%,920.87
9135,117,1446,154,2,2023-09-19,5562.81,27.26%,1760.81
9136,1814,239,104,1,2023-09-18,2485.5,8.30%,1010.5
9137,904,1229,200,3,2023-06-19,3973.1,17.95%,1378.1
9138,8686,1705,104,4,2023-10-02,11475.12,1.51%,5427.12
9139,6206,1423,94,1,2023-01-14,2416.94,15.75%,853.94
9140,3859,595,6,1,2023-04-20,994.28,11.35%,397.28
9141,2684,1619,56,2,2023-12-21,1169.72,4.95%,539.72
9142,4176,509,47,3,2023-12-17,4953.26,29.69%,2034.26
9143,3731,74,80,1,2023-08-17,3386.68,24.55%,1395.68
9144,6629,796,19,3,2023-09-09,1062.91,27.82%,459.91
9145,5142,485,3,3,2023-07-30,7792.77,29.38%,2626.77
9146,5444,1177,141,2,2023-02-28,2765.13,28.23%,491.13
9147,1541,1359,82,2,2023-07-15,3952.93,18.32%,1644.93
9148,8089,675,128,4,2023-06-11,1767.99,6.43%,459.99
9149,7960,1872,41,4,2023-03-31,8379.95,7.08%,2951.95
9150,626,1061,119,2,2023-09-19,1915.16,6.17%,941.16
9151,5973,667,169,2,2023-07-19,5483.61,27.43%,2733.61
9152,6163,773,7,3,2023-07-16,4887.06,7.50%,1641.06
9153,6798,1979,22,2,2023-08-17,3159.07,19.94%,759.07
9154,4859,1624,31,2,2023-02-28,2030.28,15.58%,686.28
9155,838,706,125,1,2023-11-16,1779.51,14.38%,579.51
9156,2016,1896,83,3,2023-08-31,8473.69,2.19%,3994.69
9157,5157,881,19,4,2023-06-17,6634.19,7.41%,1914.19
9158,8264,757,47,4,2023-08-13,5299.68,14.94%,2355.68
9159,7235,995,143,1,2023-07-24,1827.1,23.25%,513.1
9160,4749,1593,200,3,2023-02-08,6458.83,1.14%,2411.83
9161,64,1725,112,3,2023-02-05,1278.7,15.44%,279.7
9162,8222,1663,56,1,2023-05-20,2596.29,15.56%,1004.29
9163,4653,1020,112,2,2023-10-14,950.25,4.20%,402.25
9164,6790,1531,50,2,2023-03-09,576.97,16.70%,192.97
9165,7184,481,17,3,2023-12-29,8406.46,5.34%,3231.46
9166,2326,886,34,2,2023-05-05,4848.45,18.09%,1980.45
9167,5851,1504,42,3,2023-06-18,9538.37,14.42%,3970.37
9168,4373,828,29,1,2023-07-03,305.37,9.77%,108.37
9169,6365,1472,200,2,2023-06-27,2802.72,5.96%,1288.72
9170,4766,1568,116,2,2023-07-20,4933.9,26.84%,2033.9
9171,7192,400,6,3,2023-09-26,6497.03,19.88%,1979.03
9172,2880,1901,196,1,2023-04-17,1354.83,4.38%,470.83
9173,2189,365,24,4,2023-06-21,3217.25,25.66%,641.25
9174,2782,300,148,2,2023-10-15,4821.46,9.78%,2289.46
9175,2146,1239,83,2,2023-05-28,1746.86,19.19%,832.86
9176,276,346,180,2,2023-01-07,5070.81,15.96%,2100.81
9177,1267,122,88,1,2023-07-20,938.18,12.42%,232.18
9178,6577,1861,101,1,2023-10-05,1527.66,0.41%,586.66
9179,4105,1725,91,3,2023-10-17,1346.86,0.23%,347.86
9180,2320,327,151,2,2023-09-20,5807.74,23.09%,2553.74
9181,32,674,54,3,2023-04-17,1020.83,24.37%,483.83
9182,852,242,75,3,2023-01-18,1921.68,23.67%,649.68
9183,8797,970,8,2,2023-04-15,5022.07,18.55%,1214.07
9184,5869,632,12,4,2023-02-24,15460.36,28.66%,7720.36
9185,7721,1622,45,4,2023-03-23,9970.08,5.09%,2154.08
9186,1808,277,115,1,2023-08-01,399.21,18.37%,128.21
9187,6196,915,185,3,2023-12-10,2683.75,21.85%,1177.75
9188,6332,564,193,1,2023-02-01,2629.82,18.57%,954.82
9189,6064,1144,196,2,2023-12-04,840.5,21.61%,360.5
9190,7412,1962,101,3,2023-07-18,2973.36,19.38%,936.36
